id,name,lat,lon,elvis_ahd_m,dem_resolution,dem_resolution_m,source,dataset
mount_delegate,Mount Delegate,-37.112,148.897,1292.27,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_donna_buang,Mount Donna Buang,-37.707,145.682,1237.7,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_elizabeth,Mount Elizabeth,-37.475,147.913,798.67,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_elliot,Mount Elliot,-33.404,151.393,196.96,1m,1.0,NSW Government,Gosford201105-LID1-AHD_3506302_56_0002_0002_1m.tif
mount_felix,Mount Felix,-14.124,132.638,298.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_granya_fire_tower,Mount Granya Fire Tower,-36.135,147.2747,862.3,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_hardey,Mount Hardey,-31.9207,116.8153,281.6,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_hickey,Mount Hickey,-37.177,145.153,800.52,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_hobbs_fire_tower,Mount Hobbs (Fire Tower),-42.504,147.591,822.03,1m,1.0,TAS Government,SouthernMidlands2013-DEM-1m_5485294_55.tif
mount_house_airstrip,Mount House Airstrip,-17.055,125.711,274.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_krauss,Mount Krauss,-18.337,126.124,152.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_lloyd,Mount Lloyd,-23.64177,133.79974,695.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_lloyd_road,Mount Lloyd Road,-42.825,146.95,564.33,1m,1.0,TAS Government,CentralAndSouth2013-DEM-1m_4955258_55.tif
mount_lurg_firetower,Mount Lurg Firetower,-36.568,146.156,361.49,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_mcleod_firetower,Mount Mcleod Firetower,-37.456,148.25,564.57,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_mittamatite_fire_tower,Mount Mittamatite Fire Tower,-36.1485,147.8616,990.9,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_moornapa,Mount Moornapa,-37.749,147.141,435.19,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_murray_rep,Mount Murray (Rep),-42.464,147.977,281.59,1m,1.0,TAS Government,EastCoast2020-DEM-1m_5805298_GDA2020_55.tif
mount_noddy,Mount Noddy,-31.587,116.886,314.65,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_palmer,Mount Palmer,-31.829,150.348,1049.73,5m,5.0,NSW Government,Blackville201108-PHO3-AHD_2486474_56_0002_0002_5m.tif
mount_porepunkah,Mount Porepunkah,-36.657,146.962,1172.99,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_sandon,Mount Sandon,-31.391,151.402,1262.1,5m,5.0,NSW Government,Nundle201305-PHO3-AHD_3486524_56_0002_0002_5m.tif
mount_seymour,Mount Seymour,-42.37,147.463,624.93,1m,1.0,TAS Government,CentralMidlands2019-DEM-1m_5385309_GDA2020_55.tif
mount_solus,Mount Solus,-32.47,116.214,564.08,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_stow,Mount Stow,-13.852,132.65,306.21,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_tabletop,Mount Tabletop,-36.946,146.22,887.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_tambortha,Mount Tambortha,-37.461,146.692,1366.88,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_tassie_ntvs,Mount Tassie NTVS,-38.4,146.567,743.26,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_useful,Mount Useful,-37.7,146.517,1087.56,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_waldron_fire_tower,Mount Waldron Fire Tower,-37.4419,149.0729,796.91,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_werong,Mount Werong,-34.082,149.916,1151.35,2m,2.0,NSW Government,Taralga201611-LID2-AHD_7686224_55_0002_0002_2m.tif
mount_westdale,Mount Westdale,-32.268,116.675,377.02,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_william,Mount William,-32.933,116.017,349.57,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_william_aws,Mount William AWS,-37.295,142.604,1141.51,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_william_ck_at_lake_lonsdale,Mount William Ck at Lake Lonsdale,-37.033,142.583,183.62,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_winifred,Mount Winifred,-18.016,126.303,190.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mount_wombat,Mount Wombat,-36.851,145.672,736.7,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mountain_ck_al,Mountain Ck AL,-26.704,153.07,10.13,1m,1.0,QLD Government,SunshineCoast_2008_LGA_SW_506000_7046000_1K_DEM_1m.tif
mountview_shoalhaven_river,Mountview (Shoalhaven River),-35.455,149.725,654.16,1m,1.0,NSW Government,Braidwood201501-LID1-AHD_7466072_55_0002_0002_1m.tif
moura,Moura,-24.5917,149.9017,105.05,50cm,0.5,Griffith Uni,Moura201802-DEM-GRID-50cm_7937277_55_0001_0001.tif
moura_weir_al,Moura Weir AL,-24.5903,149.9039,109.17,1m,1.0,QLD Government,Moura_2012_Twn_SW_794000_7277000_1K_DEM_1m.tif
moyallen_al,Moyallen AL,-26.2125,147.0797,524.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_alford_al,Mt Alford AL,-28.059,152.57,307.86,1m,1.0,QLD Government,ScenicRim_2011_LGA_SW_457000_6896000_1K_DEM_1m.tif
mt_archer_al,Mt Archer AL,-23.3375,150.5725,524.05,1m,1.0,QLD Government,Rockhampton_2008_Rgn_SW_250000_7416000_2K_DEM_1m.tif
mt_arthur_summit_rep,Mt Arthur Summit (Rep),-41.277,147.29,1178.92,1m,1.0,TAS Government,NorthEast2012-DEM-1m_5245430_55.tif
mt_barrow,Mt Barrow,-41.394,147.422,1287.11,1m,1.0,TAS Government,NorthEast2012-DEM-1m_5355417_55.tif
mt_beatrice_al,Mt Beatrice AL,-24.586,151.431,199.01,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_beevor_south,Mt Beevor South,-34.932,139.032,459.92,1m,1.0,SA Government,CudleeCreek2020_DEM_3206132_01_001.tif
mt_bilewilam_al,Mt Bilewilam AL,-26.010833,153.046389,73.86,1m,1.0,QLD Government,Gympie_2009_Rgn_SW_504000_7123000_1K_DEM_1m.tif
mt_binga_al,Mt Binga AL,-26.9953,151.9867,595.84,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_buggery,Mt Buggery,-36.797,146.697,696.54,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_calder_al,Mt Calder AL,-24.98,145.065,370.85,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_castle_al,Mt Castle AL,-27.963611,152.375556,972.58,1m,1.0,QLD Government,Lockyer_Valley_2022_LGA_SW_438000_6906000_1k_DEM_1m.tif
mt_cookem,Mt Cookem,-33.869,150.271,349.81,1m,1.0,NSW Government,Katoomba201407-LID1-AHD_2466248_56_0002_0002_1m.tif
mt_coot_tha_al,Mt Coot-tha AL,-27.464722,152.945278,244.24,1m,1.0,QLD Government,Brisbane_2014_LGA_SW_494000_6962000_1K_DEM_1m.tif
mt_cotton_west_al,Mt Cotton West AL,-27.615,153.204,125.44,1m,1.0,QLD Government,Redland_2014_LGA_SW_520000_6945000_1K_DEM_1m.tif
mt_crosby_al,Mt Crosby AL,-27.538056,152.798056,3.07,1m,1.0,QLD Government,Brisbane_2009_LGA_SW_480000_6953000_1K_DEM_1m.tif
mt_desolation_tm,Mt Desolation TM,-20.5533,144.1459,495.94,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_elliot_al,Mt Elliot AL,-26.013889,152.907778,63.01,1m,1.0,QLD Government,Gympie_2009_Rgn_SW_490000_7122000_1K_DEM_1m.tif
mt_frederick_rep,Mt Frederick (Rep),-43.0517,146.6556,920.97,1m,1.0,TAS Government,WeldRiver2023-DEM-1m_4715233_GDA2020_55.tif
mt_glorious_al_b,Mt Glorious AL-B,-27.317,152.747,689.58,1m,1.0,QLD Government,Somerset_2009_Prj_SW_474000_6978000_1K_DEM_1m.tif
mt_glorious_al_p,Mt Glorious AL-P,-27.317,152.747,689.58,1m,1.0,QLD Government,Somerset_2009_Prj_SW_474000_6978000_1K_DEM_1m.tif
mt_gravatt_al,Mt Gravatt AL,-27.547,153.072,113.09,1m,1.0,QLD Government,Brisbane_2019_Prj_SW_507000_6952000_1k_DEM_1m.tif
mt_harden_al,Mt Harden AL,-24.7531,144.8708,321.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_hercules_thurns_rd,Mt Hercules (Thurns Rd),-34.145,150.6458,308.3,1m,1.0,NSW Government,Wollongong201102-LID1-AHD_2826218_56_0002_0002_1m.tif
mt_hopeful_al,Mt Hopeful AL,-23.73,150.5336,632.99,50cm,0.5,Griffith Uni,Rockhampton201305-DEM-GRID-50cm_2487373_56_0001_0001.tif
mt_horrocks,Mt Horrocks,-33.931,138.677,603.42,50cm,0.5,SA Government,ClareStockport2021-DEM-GRID-0_5_2856243_54_0001_0001.tif
mt_joseph_tm,Mt Joseph TM,-25.7417,152.2353,113.64,1m,1.0,QLD Government,Fraser_coast_2022_LGA_SW_423000_7152000_1k_DEM_1m.tif
mt_joss_al,Mt Joss AL,-22.5106,149.2761,425.4,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_kanigan_al,Mt Kanigan AL,-25.959,152.575,347.73,1m,1.0,QLD Government,Gympie_2009_Rgn_SW_457000_7128000_1K_DEM_1m.tif
mt_kilcoy_weir_al,Mt Kilcoy Weir AL,-26.915389,152.583208,122.01,1m,1.0,QLD Government,Kilcoy_2011_Twn_SW_458000_7022000_1K_DEM_1m.tif
mt_lindsay_al,Mt Lindsay AL,-25.325,146.8569,516.08,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_lofty_repeater,Mt Lofty Repeater,-34.975,138.709,701.07,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_lowe_al,Mt Lowe AL,-22.905,148.1497,486.33,50cm,0.5,Griffith Uni,Clermont201803-DEM-GRID-50cm_6177466_55_0001_0001.tif
mt_macdonald_murrumbidgee_river,Mt Macdonald (Murrumbidgee River),-35.2917,148.955,482.01,1m,1.0,ACT Government,ACT2020_DEM_6776092_55_01_001.tif
mt_mackay_al,Mt Mackay AL,-17.5261,146.0242,4.42,50cm,0.5,Griffith Uni,Innisfail201807-DEM-GRID-50cm_3968061_55_0001_0001.tif
mt_macquarie_al,Mt Macquarie AL,-24.687,145.891,383.13,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_marrow_al,Mt Marrow AL,-27.604,152.61,144.37,1m,1.0,QLD Government,Ipswich_2014_LGA_SW_461000_6946000_1K_DEM_1m.tif
mt_mary,Mt Mary,-34.131,139.423,102.03,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_mayde_al,Mt Mayde AL,-23.6872,147.4261,445.4,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_mee_al_b,Mt Mee AL-B,-27.07,152.78,475.21,1m,1.0,QLD Government,MoretonBay_2009_LGA_SW_478000_7005000_1K_DEM_1m.tif
mt_mee_al_p,Mt Mee AL-P,-27.069722,152.78,480.64,1m,1.0,QLD Government,MoretonBay_2009_LGA_SW_478000_7005000_1K_DEM_1m.tif
mt_moffatt_al,Mt Moffatt AL,-24.9085,148.0423,1208.86,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_mongrel_al,Mt Mongrel AL,-24.203,151.18,348.66,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_morris_al,Mt Morris AL,-25.8128,145.5731,328.12,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_morriston,Mt Morriston,-42.164,147.58,209.51,1m,1.0,TAS Government,CentralMidlands2019-DEM-1m_5475331_GDA2020_55.tif
mt_mowbullan_al,Mt Mowbullan AL,-26.89,151.599,1028.62,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_nimmel_al,Mt Nimmel AL,-28.154,153.297,482.45,1m,1.0,QLD Government,GoldCoast_2009_LGA_SW_529000_6885000_1K_DEM_1m.tif
mt_nowa_nowa,Mt Nowa Nowa,-37.6925,148.0908,343.89,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_ogg_al,Mt Ogg AL,-24.672,148.185,395.43,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_panorama,Mt Panorama,-33.461,149.541,809.97,2m,2.0,NSW Government,Bathurst201510-LID2-AHD_7366294_55_0002_0002_2m.tif
mt_panorama_al,Mt Panorama AL,-24.5614,148.5372,215.24,1m,1.0,QLD Government,Rolleston_2011_Twn_SW_655000_7282000_1K_DEM_1m.tif
mt_pechey_al,Mt Pechey AL,-27.317,152.082,704.6,1m,1.0,QLD Government,Toowoomba_2010_Rgn_SW_409000_6978000_1K_DEM_1m.tif
mt_piddington,Mt Piddington,-33.602,150.256,1043.73,2m,2.0,NSW Government,Katoomba201804-LID2-AHD_2446278_56_0002_0002_2m.tif
mt_pisgah_al,Mt Pisgah AL,-23.6403,147.1922,591.8,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_playfair_al,Mt Playfair AL,-24.886,146.893,636.98,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_pleasant_baxter_dv_alert,Mt Pleasant (Baxter Dv) AL,-21.1115,149.1574,8.8,1m,1.0,QLD Government,Mackay_2015_Rgn_SW_724000_7663000_1K_DEM_1m.tif
mt_pleasant_rollest,Mt Pleasant (Rolleston) AL,-24.6422,148.5412,462.94,1m,1.0,QLD Government,Rolleston_2011_Twn_SW_655000_7273000_1K_DEM_1m.tif
mt_pleasant_wtp,Mt Pleasant WTP,-34.796,139.047,464.84,50cm,0.5,SA Government,Gumeracha2021-DEM-GRID-0_5_3216147_54_0001_0001.tif
mt_rufus_dutton,Mt Rufus (Dutton),-34.309,139.122,510.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_samson_rd_al,Mt Samson Rd AL,-27.249,152.838,52.38,1m,1.0,QLD Government,Moreton_Bay_2018_LGA_SW_483000_6985000_1k_DEM_1m.tif
mt_seaview_al,Mt Seaview AL,-24.29,150.954,477.43,50cm,0.5,Griffith Uni,Gladstone201801-DEM-GRID-50cm_2927312_56_0001_0001.tif
mt_sir_charles,Mt Sir Charles,-23.54628,133.99792,747.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_st_leonard_repeater,Mt St Leonard (Repeater),-37.569,145.524,938.84,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_stanley_al,Mt Stanley AL,-26.682,152.204,168.98,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_stradbroke_al,Mt Stradbroke AL,-27.52,152.585,240.86,1m,1.0,QLD Government,Somerset_2009_Prj_SW_459000_6955000_1K_DEM_1m.tif
mt_stuart_al,Mt Stuart AL,-19.344,146.781,572.12,50cm,0.5,Griffith Uni,Townsville201804-DEM-GRID-50cm_4767861_55_0001_0001.tif
mt_sugarloaf_al,Mt Sugarloaf AL,-28.049,152.713,266.17,1m,1.0,QLD Government,ScenicRim_2011_LGA_SW_471000_6897000_1K_DEM_1m.tif
mt_sunday,Mt Sunday,-37.34,146.424,1397.28,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_tabor_al,Mt Tabor AL,-25.1925,147.4928,905.86,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_tabor_north_al,Mt Tabor North AL,-25.105,147.578,751.14,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_tamborine_al,Mt Tamborine AL,-27.9692,153.2164,500.53,1m,1.0,QLD Government,ScenicRim_2011_LGA_SW_521000_6906000_1K_DEM_1m.tif
mt_tinbeerwah_al,Mt Tinbeerwah AL,-26.387,152.971,211.68,1m,1.0,QLD Government,SunshineCoast_2008_LGA_SW_497000_7081000_1K_DEM_1m.tif
mt_torrens,Mt Torrens,-34.88,138.973,501.08,1m,1.0,SA Government,CudleeCreek2020_DEM_3146138_01_001.tif
mt_victoria,Mt Victoria,-41.348,147.798,780.86,1m,1.0,TAS Government,NorthEast2010-DEM-1m_5665422_55.tif
mt_warrnambool_repea,Mt Warrnambool Repea,-38.3056,142.7398,212.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_watalgan_al,Mt Watalgan AL,-24.7025,151.9622,378.78,1m,1.0,QLD Government,Gladstone_2009_Rgn_SW_394000_7266000_2K_DEM_1m.tif
mt_wellington,Mount Wellington,-37.4967,146.8575,1540.26,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
muchea,Muchea,-31.587,115.969,57.48,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mudgeeraba_al,Mudgeeraba AL,-28.0847,153.3717,2.76,1m,1.0,QLD Government,GoldCoast_2009_LGA_SW_536000_6893000_1K_DEM_1m.tif
mueller_ridge_lake_gordon,Mueller Ridge (Lake Gordon),-42.798,146.404,790.18,1m,1.0,TAS Government,CentralAndSouth2013-DEM-1m_4515261_55.tif
mulgowie_western_bank,Mulgowie Western Bank,-27.727242,152.359386,137.96,1m,1.0,QLD Government,Lockyer_Valley_2022_LGA_SW_436000_6932000_1k_DEM_1m.tif
mullaley_post_office,Mullaley Post Office,-31.098,149.911,312.9,5m,5.0,NSW Government,TambarSprings201605-PHO3-AHD_7766554_55_0002_0002_5m.tif
mullumbimby_upper_main_arm,Mullumbimby (Upper Main Arm),-28.506,153.387,350.2,1m,1.0,NSW Government,Lismore201707-LID1-AHD_5366846_56_0002_0002_1m.tif
mumballup_organics,Mumballup Organics,-33.5384,116.1159,246.97,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mundjuro_tm,Mundjuro Tm,-19.2781,141.5907,86.91,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mungallala,Mungallala,-26.4458,147.5453,428.59,1m,1.0,QLD Government,Mungallala_2011_Twn_SW_554000_7074000_1K_DEM_1m.tif
mungungo_weir_al,Mungungo Weir AL,-24.764,151.16,254.24,1m,1.0,QLD Government,Mungungo_2012_Twn_SW_313000_7259000_1K_DEM_1m.tif
murarrie_rosewood_pl_al,Murarrie (Rosewood Pl) AL,-27.4653,153.0943,7.16,1m,1.0,QLD Government,Brisbane_2014_LGA_SW_509000_6962000_1K_DEM_1m.tif
murderers_hill,Murderers Hill,-37.851,146.555,714.97,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
muriel_ave_al,Muriel Ave AL,-27.5436,153.0125,8.43,1m,1.0,QLD Government,Brisbane_2019_Prj_SW_501000_6953000_1k_DEM_1m.tif
murray_river_jingellic,Murray River @ Jingellic,-35.933,147.716,236.08,2m,2.0,NSW Government,Rosewood201702-LID2-AHD_5646022_55_0002_0002_2m.tif
murrays_flat_wollondilly_river,Murrays Flat (Wollondilly River),-34.722,149.793,623.31,1m,1.0,NSW Government,Goulburn201107-LID1-AHD_7546154_55_0002_0002_1m.tif
murrumba_downs_al,Murrumba Downs AL,-27.288,153.018,13.14,1m,1.0,QLD Government,Brisbane_2014_LGA_SW_501000_6981000_1K_DEM_1m.tif
murrumburrah_historical_society,Murrumburrah (Historical Society),-34.55,148.351,372.39,5m,5.0,NSW Government,Cootamundra201702-PHO3-AHD_6226176_55_0002_0002_5m.tif
murrurundi_haydon_st,Murrurundi (Haydon St),-31.765,150.836,465.42,1m,1.0,NSW Government,Murrurundi_202401_LID1_AHD_1m_1km_56_2956483.tif
murrurundi_timor,Murrurundi (Timor),-31.773,151.078,412.37,5m,5.0,NSW Government,Ellerston201304-PHO3-AHD_3166482_56_0002_0002_5m.tif
murts_hill_moogara,Murts Hill (Moogara),-42.792,146.895,571.13,1m,1.0,TAS Government,CentralAndSouth2013-DEM-1m_4915262_55.tif
murwillumbah_hartigans_hill,Murwillumbah (Hartigans Hill),-28.3324,153.3889,53.08,1m,1.0,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5386865_56_0001_0001.tif
muttama_grovene,Muttama (Grovene),-34.803,148.117,272.22,5m,5.0,NSW Government,Cootamundra201702-PHO3-AHD_6026148_55_0002_0002_5m.tif
myall_grove_al,Myall Grove AL,-24.552,146.321,482.79,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
myendetta_al,Myendetta AL,-26.5458,146.0167,314.18,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
myocum,Myocum,-28.59,153.52,31.62,1m,1.0,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5506837_56_0001_0001.tif
mysterton_al,Mysterton AL,-19.285,146.794,4.22,1m,1.0,QLD Government,Townsville_2009_Ctl_SW_478000_7867000_1K_DEM_1m.tif
nabiac,Nabiac,-32.113,152.385,7.56,1m,1.0,NSW Government,Bulahdelah201208-LID1-AHD_4406446_56_0002_0002_1m.tif
nagoorin_al,Nagoorin AL,-24.357,151.312,62.49,50cm,0.5,Griffith Uni,Gladstone201801-DEM-GRID-50cm_3287305_56_0001_0001.tif
nambour_al,Nambour AL,-26.63,152.958,23.08,1m,1.0,QLD Government,SunshineCoast_2008_LGA_SW_495000_7054000_1K_DEM_1m.tif
narangba_main_st_tm,Narangba (Main St) TM,-27.2044,152.9616,48.35,1m,1.0,QLD Government,MoretonBay_2009_LGA_SW_496000_6990000_1K_DEM_1m.tif
narangba_oakey_flat_rd_al,Narangba (Oakey Flat Rd) AL,-27.175,152.922,26.86,1m,1.0,QLD Government,MoretonBay_2014_LGA_SW_492000_6994000_1K_DEM_1m.tif
narara,Narara,-33.397,151.339,5.03,1m,1.0,NSW Government,Gosford202008-LID1-AHD_3446302_56_0002_0002_1m.tif
narloo,Narloo,-27.876,116.262,336.88,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
narrabri_mt_kaputa_national_park,Narrabri (Mt Kaputa National Park),-30.284,150.167,1448.57,5m,5.0,NSW Government,Horton201209-PHO3-AHD_2266646_56_0002_0002_5m.tif
narracan_ck_at_thorpdale,Narracan CK at Thorpdale,-38.2681,146.1833,231.99,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
narracan_creek_at_moe,Narracan Creek at Moe,-38.163,146.269,59.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
nash_s_crossing_alert_decoupled_rg,Nash's Crossing Alert (Decoupled RG),-18.415064,145.771796,54.86,50cm,0.5,QLD Government,Herbert_River_2024_Prj_SW_370000_7963000_1k_DEM_50cm.tif
natimuk_ck_at_mcneils_bridge,Natimuk Ck at McNeils Bridge,-36.828234,141.933978,145.33,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
natimuk_fire_dam_159,Natimuk (Fire Dam 159),-36.763,141.967,135.67,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
national_park_weir_road,National Park (Weir Road),-42.688,146.71,169.67,1m,1.0,TAS Government,CentralAndSouth2013-DEM-1m_4765273_55.tif
natural_bridge_al,Natural Bridge AL,-28.1988,153.2308,161.66,1m,1.0,QLD Government,GoldCoast_2009_LGA_SW_522000_6880000_1K_DEM_1m.tif
neabul_ck,Neabul Ck,-27.5955,147.7925,232.2,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
nearum_rd_al,Nearum Rd AL,-25.1097,151.8531,131.54,50cm,0.5,Griffith Uni,Bundaberg201801-DEM-GRID-50cm_3847222_56_0001_0001.tif
neilrex_caigan,Neilrex (Caigan),-31.723,149.256,372.5,5m,5.0,NSW Government,Mendooran201109-PHO3-AHD_7126488_55_0002_0002_5m.tif
nelly_bay_al,Nelly Bay AL,-19.158,146.856,2.52,1m,1.0,QLD Government,Townsville_2009_Ctl_SW_484000_7881000_1K_DEM_1m.tif
nepean_dam_nepean_river,Nepean Dam (Nepean River),-34.338,150.613,335.14,1m,1.0,NSW Government,Wollongong201405-LID1-AHD_2806196_56_0002_0002_1m.tif
neranwood_al,Neranwood AL,-28.1133,153.3178,34.69,1m,1.0,QLD Government,GoldCoast_2009_LGA_SW_531000_6890000_1K_DEM_1m.tif
nerriga_composite,Nerriga Composite,-35.116,150.085,625.95,2m,2.0,NSW Government,Ulladulla201804-LID2-AHD_2346110_56_0002_0002_2m.tif
neumeyer_valley_stat,Neumeyer Valley Stat,-18.4732,140.2296,28.52,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
neurea_fernfield,Neurea (Fernfield),-32.683,148.917,334.51,5m,5.0,NSW Government,Wellington201409-PHO3-AHD_6786382_55_0002_0002_5m.tif
new_beith_al,New Beith AL,-27.7297,152.9481,50.97,1m,1.0,QLD Government,Logan_2017_LGA_SW_494500_6932500_0.5K_DEM_1m.tif
new_beith_tm,New Beith Tm,-27.73,152.9483,53.09,1m,1.0,QLD Government,Logan_2017_LGA_SW_494500_6932500_0.5K_DEM_1m.tif
new_norfolk_derwent_river,New Norfolk (Derwent River),-42.781,147.058,22.48,1m,1.0,TAS Government,ClimateFuturesDerwent2008-DEM-1m_5045263_55.tif
newbridge_stringybark_rd,Newbridge (Stringybark Rd),-33.571,149.383,933.19,5m,5.0,NSW Government,Blayney201407-PHO3-AHD_7206282_55_0002_0002_5m.tif
newcastle_tafe_tighes_hill,Newcastle Tafe (Tighes Hill),-32.9084,151.7453,4.17,1m,1.0,NSW Government,Newcastle201409-LID1-AHD_3826358_56_0002_0002_1m.tif
newholme_sandy_creek,Newholme (Sandy Creek),-30.43,151.65,1042.03,5m,5.0,NSW Government,Guyra201111-PHO3-AHD_3706632_56_0002_0002_5m.tif
